time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class,label
53914,0.00024,-9e-05,-4e-05,0.00051,0.00025,6e-05,-2e-05,2e-05,0,10
29534,0.0,0.0,0.00016,0.00104,-0.00024,-9e-05,-1e-05,-6e-05,4,13
33650,-6e-05,-3e-05,-6e-05,-5e-05,-2e-05,-1e-05,-5e-05,-1e-05,0,34
2410,-2e-05,-4e-05,-4e-05,-2e-05,1e-05,-2e-05,-1e-05,0.0,0,36
15486,-5e-05,-2e-05,-5e-05,-9e-05,-0.00101,0.00021,-2e-05,-6e-05,0,15
40183,-1e-05,0.00028,9e-05,3e-05,-0.00028,0.00018,3e-05,3e-05,0,15
42077,0.00023,0.00015,1e-05,0.00011,0.00016,0.00016,0.00018,9e-05,0,16
23600,9e-05,9e-05,0.00023,0.0001,-0.00039,0.00011,0.00013,0.00011,5,13
23399,-3e-05,-6e-05,-0.00015,-0.00054,-0.00047,0.00016,-3e-05,-3e-05,0,20
24837,4e-05,-0.00035,0.00013,-0.00098,-0.00089,-0.00012,-0.00012,2e-05,5,8
49396,-3e-05,-2e-05,-2e-05,-1e-05,-0.00013,-0.00012,1e-05,-5e-05,6,36
46101,2e-05,0.0,7e-05,0.00037,0.00047,2e-05,-1e-05,-2e-05,0,1
25106,-0.00096,-0.00036,-4e-05,-2e-05,-0.00011,-0.00024,-0.00031,-0.00087,0,6
21915,0.0001,-0.00026,2e-05,-9e-05,-0.00011,3e-05,1e-05,0.0,0,18
63059,-2e-05,-1e-05,0.0,0.0001,0.00016,-2e-05,-1e-05,-1e-05,0,7
882,-1e-05,1e-05,3e-05,2e-05,1e-05,-1e-05,-1e-05,0.0,0,9
50977,0.0,2e-05,1e-05,5e-05,0.00016,2e-05,4e-05,0.00035,0,29
9852,0.00015,-9e-05,3e-05,-0.0001,-0.00012,-2e-05,-8e-05,0.00013,3,16
19204,-1e-05,2e-05,0.0,-0.00022,0.0,0.00017,7e-05,1e-05,0,14
28086,1e-05,0.0,-1e-05,-1e-05,5e-05,1e-05,-2e-05,2e-05,0,31
14014,-1e-05,-0.00014,-6e-05,-8e-05,6e-05,-2e-05,-4e-05,-0.00011,3,17
35972,0.00019,3e-05,-6e-05,-3e-05,-9e-05,-9e-05,-0.00034,0.0,0,24
55400,5e-05,8e-05,0.00031,0.00051,0.0007,0.00101,0.00024,0.00011,4,11
15318,-1e-05,-2e-05,2e-05,-6e-05,-0.00014,-2e-05,-2e-05,-2e-05,0,13
54268,-2e-05,-2e-05,0.0,2e-05,0.00015,1e-05,-1e-05,-2e-05,0,9
38304,0.0,0.0,4e-05,4e-05,2e-05,-3e-05,-1e-05,1e-05,0,18
38055,0.0,0.0,4e-05,5e-05,1e-05,-1e-05,0.0,-2e-05,0,8
37998,-6e-05,0.00083,-0.0002,-2e-05,0.00018,0.00018,0.00011,5e-05,0,15
27419,-4e-05,-0.00013,-0.00015,-7e-05,0.00044,-0.00046,-0.00061,0.00062,0,8
35259,-0.0007,0.0002,0.00019,0.00032,2e-05,-0.00012,0.00042,-0.00034,2,21
50718,3e-05,6e-05,-1e-05,-1e-05,-0.0001,2e-05,0.00012,4e-05,0,9
53683,-3e-05,-2e-05,-3e-05,4e-05,-2e-05,-2e-05,-6e-05,-1e-05,0,18
60423,-6e-05,1e-05,2e-05,3e-05,0.0002,-5e-05,4e-05,6e-05,0,12
13412,-0.0002,-0.00036,-7e-05,-2e-05,2e-05,1e-05,1e-05,6e-05,0,9
49198,-5e-05,-4e-05,3e-05,9e-05,0.00013,8e-05,1e-05,-0.00034,0,30
17384,-6e-05,-0.00012,-0.00019,0.00037,-0.00065,-0.00042,-0.00011,-3e-05,0,33
39789,0.0,-2e-05,-1e-05,1e-05,0.0,0.0,-2e-05,2e-05,0,1
43763,1e-05,1e-05,3e-05,2e-05,0.0,1e-05,-2e-05,-2e-05,0,31
17939,3e-05,0.00012,-2e-05,-0.00021,0.00026,0.00034,0.00016,4e-05,0,16
50859,-1e-05,1e-05,0.00012,-0.00045,-0.00043,-1e-05,-3e-05,-2e-05,4,2
28407,0.0001,-2e-05,-4e-05,-0.00021,-0.0006,-0.00033,0.00067,0.00065,6,33
53689,5e-05,1e-05,2e-05,-3e-05,0.0,0.00064,-4e-05,1e-05,6,24
59232,-2e-05,1e-05,-2e-05,-3e-05,0.0,-2e-05,-1e-05,-2e-05,0,10
51966,5e-05,-0.00038,0.00022,0.00032,0.00012,-6e-05,0.00016,0.00012,5,8
26848,0.0,-2e-05,-0.00011,-0.00017,-0.00019,-0.00012,-2e-05,-1e-05,5,12
28331,-7e-05,-4e-05,-0.00011,-6e-05,-0.00017,-0.00088,2e-05,-0.00016,6,18
35074,-9e-05,-2e-05,-0.00024,-6e-05,5e-05,1e-05,0.0,-3e-05,0,22
22463,-4e-05,-3e-05,3e-05,0.00016,2e-05,-0.00014,1e-05,2e-05,5,16
3272,-1e-05,-2e-05,-2e-05,0.0,-3e-05,-3e-05,-3e-05,1e-05,1,22
32952,-3e-05,-2e-05,-2e-05,-0.00045,6e-05,0.0,-1e-05,-1e-05,0,20
1495,0.0,1e-05,1e-05,-3e-05,-1e-05,1e-05,-2e-05,-2e-05,0,8
51762,6e-05,-5e-05,7e-05,1e-05,0.00017,-3e-05,-2e-05,2e-05,0,23
30033,-4e-05,0.0,0.0,-6e-05,-2e-05,0.0001,-1e-05,-1e-05,1,33
33935,3e-05,-1e-05,-2e-05,3e-05,0.00015,1e-05,0.0,-5e-05,2,29
26001,-7e-05,0.00012,0.00012,-0.00063,-0.00026,0.00019,0.0001,5e-05,0,20
43291,0.0,0.0,0.0,2e-05,0.0,1e-05,-2e-05,1e-05,0,9
49179,0.00016,0.00018,4e-05,0.00021,0.00042,1e-05,3e-05,0.00014,0,4
52898,-1e-05,-2e-05,-1e-05,1e-05,-0.00011,-2e-05,0.0,0.0,0,11
53312,1e-05,-2e-05,-6e-05,-5e-05,-0.00017,-0.00014,-5e-05,-2e-05,5,27
49203,1e-05,0.0,-0.00011,-2e-05,-0.0006,-0.00016,-5e-05,-5e-05,4,10
46756,-0.00013,-0.0001,-0.00014,-0.00026,0.00031,1e-05,5e-05,-2e-05,0,4
39260,0.00044,0.00043,0.00043,0.00011,0.00011,-5e-05,-1e-05,0.00044,3,15
61031,5e-05,6e-05,0.0003,0.00084,0.00099,0.00036,-3e-05,9e-05,0,7
41547,2e-05,0.0,0.0,0.00032,0.00056,0.00044,2e-05,2e-05,4,27
10332,-5e-05,-4e-05,-4e-05,-2e-05,-2e-05,4e-05,5e-05,7e-05,3,28
49435,-0.00019,0.00022,2e-05,3e-05,-6e-05,0.00071,9e-05,-0.00064,6,35
30614,3e-05,2e-05,7e-05,0.00019,0.00057,-0.00034,-0.00023,-0.0001,0,28
31952,-2e-05,-1e-05,1e-05,3e-05,-1e-05,-1e-05,2e-05,1e-05,1,21
48198,-0.00012,-5e-05,-7e-05,-6e-05,-2e-05,-2e-05,-4e-05,-6e-05,0,30
48821,-3e-05,5e-05,-3e-05,-5e-05,3e-05,-4e-05,-3e-05,7e-05,0,30
49655,-1e-05,-9e-05,-0.00013,3e-05,0.00061,8e-05,4e-05,-1e-05,0,4
11442,0.00023,-3e-05,0.0,1e-05,0.00015,7e-05,7e-05,0.00028,0,36
38682,-4e-05,-4e-05,-5e-05,-5e-05,-0.0001,1e-05,0.0,-1e-05,0,8
2411,-2e-05,-1e-05,-2e-05,0.0,-1e-05,-2e-05,-2e-05,-4e-05,0,4
56653,1e-05,2e-05,0.0001,-0.00011,-0.00015,-4e-05,-2e-05,1e-05,0,30
57748,-0.00016,-3e-05,-1e-05,-6e-05,-0.0001,0.0,0.0,-3e-05,0,7
70239,1e-05,-7e-05,-8e-05,1e-05,-4e-05,4e-05,0.0001,3e-05,0,13
44274,0.0,-2e-05,0.0,2e-05,-3e-05,-6e-05,-3e-05,-1e-05,0,18
10973,0.00019,3e-05,-2e-05,-3e-05,-0.00013,-2e-05,2e-05,0.0001,3,36
56028,-6e-05,0.0,3e-05,0.00032,-0.00027,6e-05,3e-05,-1e-05,5,34
65973,-3e-05,-2e-05,-3e-05,0.0,0.0,-4e-05,-2e-05,-2e-05,0,34
55925,0.0,-2e-05,5e-05,1e-05,-1e-05,-1e-05,0.0,-2e-05,0,19
21931,-7e-05,-5e-05,9e-05,0.0002,-0.00055,6e-05,-4e-05,-2e-05,0,9
26076,-4e-05,-0.00011,-0.00016,-0.00013,0.00017,1e-05,-3e-05,-4e-05,5,1
52716,0.00022,-0.00011,-0.00015,3e-05,-0.0002,-0.00011,-0.0001,7e-05,5,3
19020,2e-05,3e-05,0.0,-7e-05,-0.00063,-0.0003,0.0002,4e-05,0,26
14572,-2e-05,-3e-05,-0.0001,0.00035,0.00015,0.00012,1e-05,1e-05,0,25
7198,-0.00026,-0.00012,-7e-05,-0.00022,-0.00014,-0.00013,-0.00018,-0.00024,0,5
5996,6e-05,6e-05,9e-05,-2e-05,-3e-05,-6e-05,-0.00013,-0.00037,0,7
9856,3e-05,2e-05,0.0,0.0,-8e-05,7e-05,-1e-05,0.00011,0,27
41304,0.0,-2e-05,-5e-05,6e-05,0.0,-1e-05,0.0,-2e-05,1,11
22341,-7e-05,-0.00017,-0.0001,-0.00013,0.00044,0.00034,0.00026,0.00028,6,31
27723,7e-05,0.0,-3e-05,8e-05,0.0001,-0.0001,-0.00022,-7e-05,0,4
23299,0.0002,0.00087,5e-05,-9e-05,-0.00027,5e-05,9e-05,-3e-05,0,25
13880,-2e-05,1e-05,0.0,-3e-05,-1e-05,-1e-05,-1e-05,-2e-05,0,25
21549,-3e-05,-1e-05,0.0,-1e-05,-1e-05,-1e-05,-1e-05,-2e-05,0,1
8155,-0.00022,7e-05,-5e-05,8e-05,0.0,-2e-05,6e-05,0.0,0,22
27683,-0.0002,-0.00016,-2e-05,4e-05,1e-05,3e-05,-0.00036,-0.00105,0,33
7494,0.00011,-5e-05,-4e-05,-0.00013,-1e-05,-6e-05,2e-05,0.00015,0,6
16246,0.0,-2e-05,-3e-05,-0.00022,-0.00083,0.00046,2e-05,1e-05,4,27
49331,-2e-05,-1e-05,-1e-05,-2e-05,-1e-05,-2e-05,1e-05,-1e-05,0,34
29222,-2e-05,2e-05,-6e-05,-5e-05,-2e-05,-1e-05,-1e-05,2e-05,0,17
60523,-5e-05,-3e-05,-3e-05,-6e-05,-0.00095,4e-05,-7e-05,0.00011,0,24
10306,-1e-05,0.0,3e-05,5e-05,6e-05,2e-05,-1e-05,9e-05,3,36
30876,-2e-05,-2e-05,1e-05,-5e-05,-3e-05,-2e-05,-1e-05,2e-05,0,11
61092,-1e-05,3e-05,1e-05,-4e-05,-0.00019,-7e-05,-3e-05,-1e-05,0,9
9600,-0.00016,-0.0001,-2e-05,0.0,3e-05,-2e-05,-9e-05,-0.00015,3,36
15421,0.0,2e-05,-1e-05,-2e-05,0.0,-1e-05,-4e-05,-2e-05,0,12
2474,1e-05,0.0,1e-05,-1e-05,-1e-05,-2e-05,-1e-05,-1e-05,1,35
39374,-1e-05,-1e-05,0.0,0.0,0.0,-2e-05,-2e-05,-3e-05,0,27
47100,1e-05,0.0,-2e-05,-1e-05,-3e-05,-2e-05,0.0,0.0,0,15
22762,-2e-05,-1e-05,1e-05,0.00019,0.00083,0.00028,0.00042,-9e-05,0,19
35571,1e-05,-5e-05,-7e-05,-0.00015,-0.00057,-0.00024,-0.00025,1e-05,6,13
37209,0.00016,6e-05,-4e-05,5e-05,-4e-05,-0.00011,0.00025,6e-05,3,19
28273,-2e-05,-3e-05,-3e-05,-1e-05,-2e-05,-2e-05,0.0,-1e-05,0,25
44990,0.00112,0.00023,1e-05,0.00028,0.00105,0.00047,0.0004,0.00019,6,31
5930,-0.00024,5e-05,0.00019,0.00039,-0.00016,-0.00015,-0.0008,-0.00023,0,18
23083,-2e-05,0.00012,0.00015,-0.00033,-0.00048,-7e-05,-8e-05,-6e-05,5,26
48149,-1e-05,0.0,-3e-05,3e-05,-2e-05,0.0,-2e-05,1e-05,0,32
35184,0.00013,0.00012,0.0,-2e-05,-1e-05,0.0,4e-05,0.00033,0,5
58859,-3e-05,-1e-05,-5e-05,-4e-05,-1e-05,-2e-05,-1e-05,-2e-05,0,9
33500,-1e-05,1e-05,2e-05,-1e-05,-2e-05,-2e-05,-1e-05,0.0,0,1
14045,-0.0001,-0.00012,-9e-05,0.0003,0.00026,-9e-05,-0.00015,-0.00012,0,36
9932,6e-05,0.0,1e-05,-5e-05,-0.0001,-0.00014,-6e-05,4e-05,0,29
51190,-2e-05,-1e-05,0.0,-3e-05,3e-05,1e-05,0.0,-1e-05,0,2
57452,-1e-05,-1e-05,-5e-05,1e-05,-2e-05,-1e-05,-1e-05,0.0,0,10
20630,5e-05,5e-05,4e-05,0.00043,0.00053,0.00022,7e-05,4e-05,0,20
37757,-1e-05,-1e-05,-0.00011,-0.00015,-4e-05,0.00026,3e-05,0.0,0,2
4241,0.00047,0.0002,-9e-05,-0.00036,-1e-05,0.00022,0.00013,0.00029,0,1
38693,-3e-05,3e-05,6e-05,1e-05,-0.00035,-0.00026,-0.00032,-0.00027,4,31
6739,0.0,0.0,-2e-05,5e-05,4e-05,1e-05,1e-05,-2e-05,0,31
8184,1e-05,0.00049,-5e-05,-0.00053,2e-05,4e-05,7e-05,0.0001,0,22
16681,-8e-05,-1e-05,0.0,-2e-05,-2e-05,3e-05,0.0,-3e-05,0,6
57985,-4e-05,-4e-05,5e-05,-6e-05,-0.00022,4e-05,2e-05,0.0,5,30
30850,-1e-05,-2e-05,-2e-05,1e-05,4e-05,6e-05,-3e-05,-2e-05,1,33
42672,2e-05,-1e-05,1e-05,0.0,0.0,0.0,1e-05,-1e-05,0,24
14244,-2e-05,-6e-05,-6e-05,-6e-05,-1e-05,4e-05,0.00012,-2e-05,0,32
33622,-1e-05,-1e-05,-2e-05,-0.00023,-0.00085,3e-05,0.00024,5e-05,6,7
64871,-5e-05,-9e-05,-0.00028,0.00055,0.00028,-7e-05,-5e-05,-4e-05,0,2
70212,2e-05,-1e-05,-4e-05,-0.0001,1e-05,0.0,-1e-05,-2e-05,0,7
14559,-2e-05,-1e-05,1e-05,-2e-05,1e-05,-3e-05,-2e-05,0.0,0,29
16286,0.0,-8e-05,-0.0001,-6e-05,-0.00026,0.00043,5e-05,-1e-05,0,5
12035,-6e-05,5e-05,-2e-05,6e-05,8e-05,0.00036,0.00022,-9e-05,0,26
13178,2e-05,0.0,3e-05,7e-05,2e-05,-1e-05,0.0,0.0,0,8
32177,-5e-05,-8e-05,-0.00017,-0.00021,-4e-05,-2e-05,0.0,-2e-05,1,3
26186,-1e-05,-0.00025,2e-05,7e-05,0.00012,-0.00015,0.00025,0.00011,6,4
7420,-2e-05,-5e-05,-4e-05,-2e-05,0.00027,-1e-05,1e-05,0.0,0,36
38543,-0.00027,-0.00012,8e-05,-0.00015,0.00027,0.00014,-3e-05,-2e-05,0,27
23642,-2e-05,-4e-05,-9e-05,-0.00013,-4e-05,-0.00018,1e-05,-2e-05,5,5
35018,-1e-05,-3e-05,-1e-05,0.0,4e-05,0.0,0.0,-2e-05,0,15
60630,7e-05,1e-05,-2e-05,-4e-05,-0.00016,-0.00016,-0.00016,0.00042,6,32
67649,-7e-05,-3e-05,-2e-05,-3e-05,3e-05,-0.00012,-0.00015,-6e-05,6,11
42806,-8e-05,-3e-05,-2e-05,-3e-05,-9e-05,-5e-05,0.0,0.00013,3,27
61533,-1e-05,-3e-05,-2e-05,0.0,-1e-05,1e-05,-1e-05,0.0,0,23
29493,0.0,2e-05,0.0,-2e-05,-2e-05,-1e-05,0.0,-1e-05,0,20
19984,1e-05,-2e-05,-0.00026,-0.00025,-0.00127,-0.00039,-0.00015,-5e-05,0,8
13319,-1e-05,0.0,-1e-05,-2e-05,-2e-05,-4e-05,-1e-05,0.0,0,27
51317,4e-05,0.00021,-0.00016,-0.00047,0.00025,0.0004,0.00014,0.00016,4,25
8618,0.00022,0.00018,-1e-05,-0.00016,-0.00038,-0.00018,0.00045,0.00027,3,16
11466,2e-05,0.00012,6e-05,0.0,-3e-05,5e-05,-9e-05,-1e-05,3,34
49094,-8e-05,-4e-05,-5e-05,-0.00016,-0.00044,-0.00061,-0.00011,-0.00012,0,5
25577,1e-05,7e-05,0.00013,0.00036,0.00049,9e-05,4e-05,3e-05,0,20
15866,-1e-05,-4e-05,-5e-05,-0.00038,-0.00026,-0.00013,-1e-05,-2e-05,4,33
29284,0.0,-4e-05,-7e-05,-0.00036,-0.00037,-0.00014,1e-05,-3e-05,0,20
10866,-3e-05,-0.0005,-3e-05,-1e-05,-5e-05,-1e-05,-8e-05,-0.0002,3,18
39222,-7e-05,-1e-05,-1e-05,2e-05,-0.00029,-0.00015,-0.00022,-7e-05,2,9
35525,-0.00015,-2e-05,5e-05,0.00015,6e-05,-5e-05,-1e-05,4e-05,6,13
45639,-1e-05,-1e-05,1e-05,1e-05,-2e-05,-1e-05,-2e-05,0.0,0,4
53901,-2e-05,-1e-05,1e-05,-1e-05,-1e-05,-1e-05,0.0,-1e-05,0,1
45662,-2e-05,0.0,-1e-05,-0.00016,-0.00021,0.0,1e-05,1e-05,5,5
19258,-7e-05,-4e-05,-0.00018,-0.00043,0.0002,2e-05,-1e-05,-2e-05,5,36
31567,-1e-05,-6e-05,-5e-05,-3e-05,-2e-05,-1e-05,-2e-05,-1e-05,0,19
27686,-2e-05,-2e-05,-1e-05,3e-05,0.00028,0.00019,-6e-05,9e-05,0,18
21389,0.0,1e-05,1e-05,-6e-05,-9e-05,2e-05,-1e-05,0.0,0,19
16598,7e-05,0.00014,0.00062,0.00102,-0.00086,-0.0002,7e-05,6e-05,0,33
48381,0.00014,9e-05,-0.00013,-0.00048,-0.0002,-0.00013,-5e-05,2e-05,0,24
41894,0.00014,-4e-05,-0.00011,-7e-05,-0.00012,-9e-05,-0.00012,0.00043,3,16
27427,4e-05,-3e-05,-3e-05,1e-05,0.00026,9e-05,0.0,2e-05,0,18
52516,-1e-05,-2e-05,-6e-05,3e-05,0.00041,8e-05,2e-05,2e-05,0,2
33028,0.00014,0.00013,6e-05,5e-05,9e-05,-4e-05,7e-05,0.00011,0,33
29999,1e-05,1e-05,-0.00012,1e-05,-6e-05,0.00043,1e-05,-1e-05,0,30
10599,0.00039,0.00012,-0.0003,-0.00014,1e-05,0.00019,-0.00013,-3e-05,0,3
979,-1e-05,-1e-05,-1e-05,-2e-05,-3e-05,-5e-05,-2e-05,2e-05,1,15
13236,5e-05,6e-05,0.00011,0.00046,0.0008,0.00082,0.00019,0.0001,0,15
57683,3e-05,5e-05,9e-05,8e-05,0.00017,5e-05,2e-05,-1e-05,0,2
27418,0.0002,-6e-05,-8e-05,-0.00016,-0.0001,-0.00037,1e-05,-0.00013,0,25
62036,0.00016,-8e-05,-1e-05,0.00027,-1e-05,-0.0001,-8e-05,-2e-05,5,11
62720,4e-05,0.0,-1e-05,-2e-05,8e-05,0.00013,4e-05,0.00017,0,17
44284,0.0,2e-05,-2e-05,1e-05,0.0,1e-05,0.0,0.0,0,1
14820,0.0,-2e-05,-8e-05,-0.00043,-0.0006,0.00047,-6e-05,-2e-05,4,5
43011,-8e-05,-3e-05,-3e-05,-7e-05,0.0,-2e-05,4e-05,-0.00029,3,27
46352,-2e-05,2e-05,5e-05,-0.00018,-0.00056,-0.00017,3e-05,-1e-05,5,26
13473,-3e-05,1e-05,0.0,1e-05,1e-05,-3e-05,-1e-05,-2e-05,0,16
42326,0.0,-4e-05,-7e-05,-9e-05,-6e-05,0.00021,0.0001,1e-05,0,8
63151,-1e-05,-5e-05,-9e-05,-0.0003,-0.00023,1e-05,0.00016,-2e-05,6,2
19997,-3e-05,1e-05,0.0,7e-05,4e-05,-1e-05,0.0,-1e-05,0,13
34674,-5e-05,1e-05,-2e-05,-9e-05,-3e-05,-5e-05,-0.00015,-4e-05,2,24
21165,0.00019,0.00014,2e-05,0.00011,0.00022,-3e-05,7e-05,-2e-05,5,24
61187,3e-05,-2e-05,4e-05,-5e-05,0.00025,0.00031,3e-05,3e-05,0,21
48633,-0.00017,-9e-05,-0.00011,-1e-05,-1e-05,-0.00051,-0.00029,-0.0006,0,5
62895,-2e-05,-6e-05,-2e-05,-3e-05,0.0,1e-05,-1e-05,0.0,0,9
32500,0.00031,3e-05,-1e-05,-0.0001,-7e-05,-4e-05,0.00029,0.00026,0,2
18025,-5e-05,-7e-05,-0.00011,5e-05,0.00015,0.00036,-1e-05,4e-05,4,14
44390,1e-05,4e-05,0.00018,0.00106,0.00068,0.00027,-5e-05,-0.00013,4,25
19031,-6e-05,-2e-05,-1e-05,-1e-05,-1e-05,-4e-05,-7e-05,-0.00012,0,29
15271,0.0,-1e-05,-0.00014,-0.00055,-0.00019,1e-05,1e-05,1e-05,4,36
625,0.0,1e-05,-2e-05,1e-05,0.0,0.0,-1e-05,-1e-05,0,5
53148,-4e-05,-6e-05,-6e-05,-4e-05,-0.00014,-1e-05,-3e-05,-2e-05,0,4
21491,0.0,-2e-05,0.0,4e-05,-1e-05,1e-05,0.0,-2e-05,0,22
38142,0.0,-5e-05,-9e-05,-9e-05,-2e-05,-2e-05,-1e-05,-3e-05,1,20
58252,-5e-05,-3e-05,9e-05,0.00021,-0.00011,-0.00011,-2e-05,-4e-05,0,20
31983,2e-05,4e-05,2e-05,0.0,-2e-05,0.0,-1e-05,-2e-05,0,29
6784,-3e-05,-2e-05,5e-05,4e-05,-5e-05,-0.00015,-5e-05,-2e-05,2,17
20604,1e-05,-2e-05,6e-05,0.0,0.0,-2e-05,0.0,-2e-05,0,1
2294,-2e-05,-3e-05,-1e-05,-2e-05,4e-05,-2e-05,-2e-05,-1e-05,1,33
42129,-3e-05,-3e-05,-1e-05,1e-05,-4e-05,-6e-05,-1e-05,-1e-05,0,32
30978,1e-05,4e-05,0.00011,0.00012,-0.00033,0.00018,-4e-05,9e-05,6,20
67881,-1e-05,-2e-05,-1e-05,1e-05,-0.00027,-0.00055,-0.00015,0.00017,6,11
62517,-3e-05,0.0,-4e-05,-0.00013,-2e-05,-1e-05,1e-05,1e-05,0,10
35220,0.0,1e-05,2e-05,-1e-05,-1e-05,0.0,-1e-05,-1e-05,1,1
37393,-1e-05,0.0,-0.00017,4e-05,-4e-05,0.0,-1e-05,-2e-05,0,14
33510,-0.0001,6e-05,6e-05,-8e-05,9e-05,2e-05,-0.00011,0.0,0,27
17671,2e-05,4e-05,0.00012,0.00049,0.00066,3e-05,4e-05,-2e-05,0,4
61840,8e-05,-0.00014,-4e-05,3e-05,-4e-05,-3e-05,0.0,-0.00012,5,7
30005,0.0,-1e-05,0.0,-1e-05,-3e-05,-3e-05,-2e-05,0.0,1,36
37132,0.00023,9e-05,5e-05,0.0001,-4e-05,-7e-05,-5e-05,0.0,2,18
41734,-2e-05,4e-05,2e-05,-0.00014,-5e-05,1e-05,1e-05,1e-05,0,6
23207,-0.00023,-0.00018,-0.0001,-0.00017,-8e-05,3e-05,0.00017,0.00027,6,31
21301,-0.00031,0.00023,0.00035,0.00011,0.00064,5e-05,0.00048,0.00034,0,31
21073,5e-05,7e-05,0.0001,0.00047,-7e-05,-3e-05,-2e-05,-2e-05,5,29
20430,-1e-05,-0.00017,0.00016,0.00039,0.00024,7e-05,2e-05,-1e-05,0,33
50139,2e-05,0.0,5e-05,0.00011,0.00107,0.00013,-2e-05,-1e-05,4,32
35011,0.00011,-4e-05,-7e-05,-0.00014,-0.00016,-0.00016,0.00019,0.00032,6,13
21916,-3e-05,3e-05,-9e-05,-0.00098,-0.00057,-7e-05,3e-05,-3e-05,5,29
10216,-1e-05,-1e-05,-1e-05,-2e-05,0.0,0.0,-2e-05,0.0,0,12
63928,-1e-05,-3e-05,3e-05,0.0,-7e-05,1e-05,-1e-05,-1e-05,0,2
36056,0.0,-4e-05,-4e-05,-1e-05,-2e-05,-3e-05,-1e-05,-1e-05,0,31
28110,-0.00037,0.00016,0.00022,0.00018,0.00041,0.00077,0.00051,0.00054,6,3
35652,1e-05,-1e-05,-2e-05,-2e-05,8e-05,2e-05,0.0,0.0,0,21
62789,-9e-05,-0.00026,-0.00014,-0.0003,-0.00056,-0.00021,-2e-05,-4e-05,0,11
29659,-1e-05,-3e-05,-4e-05,-1e-05,3e-05,9e-05,-3e-05,1e-05,0,5
26491,-3e-05,-2e-05,-5e-05,-2e-05,-0.00029,-0.00011,-0.00011,-0.00069,0,32
36048,-1e-05,-3e-05,2e-05,0.00015,1e-05,0.0,0.0,-5e-05,0,6
21699,0.0,2e-05,2e-05,1e-05,3e-05,0.0,2e-05,1e-05,0,2
45971,-0.00016,8e-05,0.0,-6e-05,5e-05,0.00084,8e-05,-0.00093,0,20
37570,-6e-05,3e-05,5e-05,3e-05,-5e-05,-0.00011,-4e-05,0.0,0,16
1421,-2e-05,-6e-05,-8e-05,-2e-05,0.0,1e-05,0.0,-4e-05,1,19
19642,3e-05,0.00018,0.0001,0.0011,9e-05,-0.0008,-2e-05,0.00012,4,21
8768,-1e-05,-3e-05,-3e-05,-0.00013,-3e-05,-2e-05,-1e-05,0.0,0,10
51742,-4e-05,-1e-05,8e-05,0.00069,0.0002,7e-05,-5e-05,-5e-05,0,30
37174,-0.00025,-7e-05,-0.00013,-0.00056,8e-05,-0.00069,-0.00028,-0.00022,2,26
11122,0.0,4e-05,-0.00015,1e-05,-2e-05,1e-05,2e-05,-2e-05,0,34
30513,0.00022,2e-05,4e-05,0.0001,0.00067,0.00079,0.00015,0.00044,6,11
2622,-1e-05,-6e-05,4e-05,2e-05,-3e-05,-3e-05,0.0,0.0,0,19
11356,0.0,3e-05,-5e-05,-3e-05,5e-05,4e-05,-3e-05,0.0,0,2
10960,-0.00025,-0.00023,4e-05,0.0003,0.00076,0.00023,-0.00019,0.0002,3,25
1883,0.0,2e-05,-3e-05,-2e-05,-1e-05,0.0,-1e-05,0.0,0,1
29759,-4e-05,-5e-05,-0.00031,-0.00014,1e-05,0.00018,0.00029,2e-05,2,28
32711,-0.00034,-6e-05,3e-05,7e-05,0.00024,0.0001,9e-05,-2e-05,0,36
45599,-1e-05,-2e-05,-2e-05,0.0,0.00025,0.0001,-2e-05,-1e-05,0,15
62159,-0.00015,5e-05,-3e-05,1e-05,9e-05,0.0004,-7e-05,-0.00018,0,32
13738,-2e-05,-7e-05,-0.00019,-0.00013,-1e-05,0.0,0.0,7e-05,3,22
14903,-1e-05,4e-05,0.00014,3e-05,5e-05,0.00018,3e-05,-2e-05,0,3
48212,-3e-05,-5e-05,0.0,-3e-05,-3e-05,-1e-05,-2e-05,0.0,0,1
12163,7e-05,0.0001,-0.00022,-0.00031,-0.00038,-0.00015,-5e-05,-8e-05,0,25
37231,0.0,-3e-05,-7e-05,-6e-05,-5e-05,-0.00011,-1e-05,-3e-05,0,32
36997,0.00013,5e-05,6e-05,4e-05,-2e-05,-5e-05,2e-05,4e-05,0,29
31909,3e-05,1e-05,3e-05,1e-05,0.00012,0.00018,-2e-05,3e-05,0,30
61539,-0.0001,-0.00032,-2e-05,0.00052,0.00036,-0.00015,-0.00016,-0.00011,5,11
8863,0.0,0.0,-5e-05,0.0,1e-05,0.0,0.0,0.0,0,34
29263,0.00059,0.00013,-2e-05,-0.00018,-0.00032,-0.00031,-0.00047,-0.00037,0,8
18704,6e-05,-6e-05,-0.00017,-4e-05,-0.0002,1e-05,-6e-05,1e-05,5,28
28903,-2e-05,-1e-05,0.0,8e-05,8e-05,4e-05,-1e-05,-2e-05,0,20
50848,1e-05,-1e-05,-0.00015,0.0,3e-05,7e-05,0.0001,-1e-05,4,7
56667,4e-05,-0.00029,-0.00014,-0.00029,0.00016,-7e-05,6e-05,0.0,0,12
